,metricType,symbol,metric.currentEv/freeCashFlowAnnual,metric.currentEv/freeCashFlowTTM,metric.currentRatioAnnual,metric.currentRatioQuarterly,metric.freeCashFlowAnnual,metric.freeCashFlowTTM,metric.longTermDebt/equityAnnual,metric.longTermDebt/equityQuarterly,metric.netInterestCoverageAnnual,metric.netInterestCoverageTTM,metric.payoutRatioAnnual,metric.payoutRatioTTM,metric.quickRatioAnnual,metric.quickRatioQuarterly,metric.totalDebt/totalEquityAnnual,metric.totalDebt/totalEquityQuarterly
1955,financialStrength,CRUS,23.99447,15.71678,5.40923,4.00761,170.936,228.313,0,0,,,0,0,3.98347,3.23413,0,0
1956,financialStrength,UIS,,,1.31705,1.31705,-36.2,-36.2,,,3.36441,3.36441,,,1.29473,1.29473,,
1959,financialStrength,SJM,83.49498,46.33235,0.69408,0.77149,403.5,562.6,58.79556,56.14168,5.62819,6.23923,75.42009,47.7463,0.30532,0.30995,74.15846,66.08
1960,financialStrength,PPC,16.27961,16.27908,1.57645,1.57645,318.401,318.401,90.1161,90.1161,10.09627,10.09643,0,0,0.73701,0.73701,91.16105,91.16105
1963,financialStrength,CYOU,,,1.20012,1.20012,,,0,0,,,,0,,,0,0
1964,financialStrength,CSGS,18.35439,18.35439,1.59803,1.59803,84.631,84.631,87.35624,87.35624,6.97173,6.97173,35.36789,35.36789,,,89.95618,89.95618
1965,financialStrength,COLM,13.87794,13.88311,2.97306,2.97306,96.809,96.809,0,0,,,19.40677,19.41256,2.0126,2.0126,0,0
1966,financialStrength,CMS,,,0.86206,0.86206,-750,-750,239.3583,239.3583,2.46813,2.46813,66.87211,66.87211,0.63831,0.63831,263.4117,263.4117
1967,financialStrength,0762.HK,5.07671,,0.4074,0.4074,31780.52,31780.52,8.8737,8.8737,,,,0,0.39591,0.39591,16.93064,16.93064
1969,financialStrength,XONE,,,1.40185,1.40185,-5.97,-5.97,2.49269,2.49269,-34.33871,-34.67281,,,0.60842,0.60842,2.80762,2.80762
1971,financialStrength,OCN,,,,,2.861,2.861,2197.032,2197.032,3.38634,3.38634,,,,,2197.032,2197.032
1972,financialStrength,MSM,21.905,24.27507,2.6842,2.8993,130.944,129.876,18.01975,17.71061,24.46506,24.46422,50.46287,54.42976,1.4331,1.5635,29.88631,26.90251
1974,financialStrength,CYBR,37.93943,37.93943,5.94901,5.94901,134.674,134.674,77.72699,77.72699,,,0,0,,,77.72699,77.72699
1975,financialStrength,CXO,,,0.89255,0.89255,-504,-504,22.29783,22.29783,0.84352,0.84352,,,0.86717,0.86717,22.33719,22.33719
1976,financialStrength,CR,38.72392,38.72392,1.6362,1.6362,231.9,231.9,57.1351,57.1351,11.97959,11.97959,69.91748,69.91748,1.13734,1.13734,67.27285,67.27285
1977,financialStrength,CQP,,,2.80228,2.80228,-1044,-1044,2458.601,2458.601,2.42752,2.42752,78.78788,78.78788,2.68219,2.68219,2458.601,2458.601
1978,financialStrength,CPST,,,2.49617,2.16643,-21.063,-25.016,117.9537,169.7552,-10.05726,-2.9309,,,1.77189,1.42951,118.0876,169.9567
1979,financialStrength,CNP,,,0.98945,0.98945,-1563,-1563,170.4032,170.4032,1.99374,1.99374,64.24332,64.24332,0.84902,0.84902,191.4703,191.4703
1980,financialStrength,CDE,,,1.10377,1.10377,-7.892,-7.892,40.89196,40.89196,-7.2933,-7.29273,,,0.81064,0.81064,44.30213,44.30213
1982,financialStrength,CACI,21.84533,22.09697,1.49123,1.33101,507.395,581.658,68.23564,61.82352,7.56369,6.11542,,0,,1.25582,70.21428,63.694
1983,financialStrength,XIN,34.80883,,1.3198,1.49236,-57.77402,,260.2272,345.5491,3.56436,4.50904,35.24243,0,0.39254,0.3951,509.8253,504.5757
1984,financialStrength,ULTA,11.83998,11.83998,1.80725,1.80725,802.759,802.759,0,0,,,0,0,0.66969,0.66969,0,0
1986,financialStrength,SF,12.55084,12.55051,,,409.697,409.697,36.71056,36.71056,4.36725,4.36725,11.77121,11.77121,,,47.54892,47.54892
1987,financialStrength,NWE,,,0.90265,0.90265,-134.423,-134.423,110.3784,110.3784,2.91213,2.91213,57.01558,57.01558,0.74133,0.74133,110.4999,110.4999
1988,financialStrength,NFG,,,0.85948,0.78815,-241.873,-200.439,99.7519,97.80944,4.79419,4.64524,48.77978,51.842,0.67615,0.65939,102.3325,104.216
1989,financialStrength,MOD,6.97792,32.30722,1.25082,1.28912,29.4,8.4,62.76456,61.47404,4.75875,2.67755,0,0,0.8627,0.81695,84.22926,83.32403
1990,financialStrength,IVR,,,,,72.125,72.125,56.27752,56.27752,,,78.85227,78.85227,,,654.2621,654.2621
1992,financialStrength,HAR.JO,,,1.35343,1.37342,-357,-144,25.7628,22.91886,,,,,0.74521,0.848,26.15636,23.28025
1993,financialStrength,FLS,19.15924,19.15934,2.25123,2.25123,147.014,147.014,76.29635,76.29635,15.3662,10.13376,39.7421,39.74234,1.65743,1.65743,76.92594,76.92594
1994,financialStrength,CRC,51.41973,51.41973,0.69252,0.69252,221,221,,,1.1201,1.1201,,,0.59803,0.59803,,
1996,financialStrength,CPK,,,0.31849,0.31849,-106.456,-106.456,78.3807,78.3807,5.14726,5.14726,42.83635,42.83635,0.28204,0.28204,130.55,130.55
1998,financialStrength,CE,22.85085,22.85085,1.5764,1.5764,784,784,135.9793,135.9793,,,34.96503,34.96503,0.98461,0.98461,155.7639,155.7639
2000,financialStrength,TEL,17.70821,23.91812,1.56893,1.63514,1065,1209,32.11921,32.31979,46.12245,66.60606,31.50051,38.9029,1.05028,1.04671,37.51183,37.6338
2001,financialStrength,SNX,9.5185,11.97168,1.61771,1.64353,335.889,,71.75143,69.5632,6.05586,6.26574,15.44126,10.78804,1.06482,1.00238,79.64302,80.54985
2002,financialStrength,SJW,,,0.5203,0.5203,-82.017,-82.017,144.227,144.227,3.01044,3.01044,145.3748,145.379,,,159.8993,159.8993
2003,financialStrength,PDCO,705.3331,,1.83207,1.40885,-112.044,-357.081,49.10046,39.97843,3.89906,6.34905,120.9483,206.0087,0.96304,0.6878,50.7234,46.44352
2004,financialStrength,MCY,,,,,340.519,340.519,20.67978,20.67978,58.53766,58.53766,43.44788,43.44788,,,20.67978,20.67978
2005,financialStrength,JKS,,,1.01314,1.01314,,,31.14903,31.14903,13.6453,13.6453,,0,0.8271,0.8271,211.6592,211.6592
2006,financialStrength,JAZZ,8.54013,8.54013,4.47274,4.47274,594.066,594.066,50.59079,50.59079,6.47964,6.47964,0,0,4.25707,4.25707,51.66399,51.66399
2007,financialStrength,HFC,7.94461,6.6386,1.96105,1.96105,1029.678,1029.678,41.16299,41.16299,11.44351,11.44342,29.19153,29.19149,1.08663,1.08663,41.1892,41.1892
2008,financialStrength,CLVS,,,2.75366,2.75366,-326.905,-326.905,,,-18.40948,-18.40943,,,2.55439,2.55439,,
2009,financialStrength,0941.HK,,12.70117,1.14673,1.14673,,,4.67805,4.67805,,,55.76694,25.79121,1.13085,1.13085,6.73173,6.73173
2011,financialStrength,CBOE,28.44459,28.35849,2.15767,2.15767,447.7,447.7,25.85529,25.85529,16.31476,16.3454,40.24685,40.12841,,,25.85529,25.85529
2013,financialStrength,TWO,,,,,517.689,517.689,23.93047,23.93047,,,183.6393,183.6393,,,610.3436,610.3436
2014,financialStrength,TRNO,,,,,-28.831,-28.831,32.40179,32.40179,4.70191,4.70191,121.5988,121.5988,,,32.40179,32.40179
2015,financialStrength,TMST,,,3.57703,3.57703,32.3,32.3,29.9414,29.9414,-4.40764,-4.40764,,,1.06679,1.06679,29.9414,29.9414
2016,financialStrength,SNV,,,,,374.178,374.178,17.37217,43.67896,,,33.84939,33.84939,,,20.72508,47.03187
2017,financialStrength,OSK,10.20418,12.33506,1.95666,2.1406,318.6,231.4,31.50242,30.55462,16.16633,15.56576,12.87517,14.03444,1.23951,1.19262,31.50242,30.55462
2018,financialStrength,OLN,69.53729,69.53729,1.58381,1.58381,102.4,102.4,138.1055,138.1055,1.02965,1.04915,,,0.94095,0.94095,138.1924,138.1924
2019,financialStrength,OLED,40.00277,40.00277,4.9065,4.9065,144.599,144.599,0,0,,,13.74145,13.74155,4.51053,4.51053,0,0
2020,financialStrength,NPTN,76.60176,76.60176,2.11542,2.11542,25.155,25.155,24.49159,24.49159,-11.01042,-9.58328,,,1.68518,1.68518,26.39165,26.39165
2021,financialStrength,MTW,8.60695,8.5886,1.97868,1.97868,-88.4,-88.4,47.74733,47.74733,3.45614,3.45614,0,0,0.93218,0.93218,48.33566,48.33566
2022,financialStrength,MTRN,10.38971,10.38971,4.01819,4.01819,66.115,66.115,3.05956,3.05956,36.94254,36.94254,17.48125,17.48125,2.46322,2.46322,3.40884,3.40884
2023,financialStrength,K.TO,15.26063,16.01825,2.96458,2.96458,169.986,169.986,35.27874,35.27874,9.83259,9.4574,0,0,1.25248,1.25248,35.57958,35.57958
2025,financialStrength,FHN,,,,,603.859,603.859,16.61046,16.61046,,,40.8695,40.8695,,,90.20648,90.20648
2026,financialStrength,EV,21.27452,18.70876,,,317.798,300.377,188.9682,147.703,,,40.64444,40.35387,,,188.9682,147.703
2029,financialStrength,DECK,10.03191,9.45698,4.37246,2.89286,330.419,287.572,2.95667,2.7079,,,0,0,3.25942,2.10275,3.01436,3.29923
2030,financialStrength,CYH,,,1.50175,1.50175,-53,-53,,,0.88109,0.88086,,,1.34663,1.34663,,
2031,financialStrength,CNC,26.94015,26.94015,1.57153,1.57153,753,753,108.6607,108.6607,5.43932,5.43932,0,0,,,109.3618,109.3618
2032,financialStrength,CFX,32.24257,32.24257,1.63796,1.63796,5.546,5.546,66.37311,66.37311,2.83179,2.83179,0,0,0.97127,0.97127,67.17632,67.17632
2034,financialStrength,CASY,473.3519,,0.6948,0.35266,94.485,60.324,91.09194,45.01608,5.75365,6.53146,20.83076,20.24567,0.23275,0.11445,97.63702,86.16849
2035,financialStrength,TK,252.234,252.234,0.75662,0.75662,268.26,268.26,794.4567,794.4567,1.2303,1.2303,,,,,975.9712,975.9712
2036,financialStrength,SSP,,,1.92816,1.92816,-129.733,-129.733,212.0886,212.0886,1.16034,1.16034,,,,,213.2704,213.2704
2037,financialStrength,SM,,,0.53519,0.53519,-214.037,-208.425,99.41084,99.41084,0.23594,0.23594,,,,,99.41084,99.41084
2038,financialStrength,NUAN,24.78011,22.3738,0.6803,1.70375,357.172,308.85,36.82291,133.0612,2.12334,2.19266,0,0,,,89.85618,133.0612
2039,financialStrength,MTSC,29.28919,46.27103,1.79066,1.70393,21.225,-2.328,100.1217,99.01708,2.55939,2.31617,52.89414,59.35256,1.12606,1.04939,105.8997,110.8985
2040,financialStrength,MTG,,,,,561.982,582.971,19.32452,19.32452,17.332,17.332,6.29123,6.29123,,,19.32452,19.32452
2042,financialStrength,MAC,,,,,-140.491,-140.491,208.3332,208.3332,2.29703,2.29703,443.6599,443.6599,,,208.3332,208.3332
2043,financialStrength,IO,,,0.79722,0.79722,2.935,2.935,,,-1.40026,-1.39108,,,0.69233,0.69233,,
2044,financialStrength,EXAS,,,2.35507,2.35507,-288.664,-288.664,36.17198,36.17198,-9.55421,-9.55421,,,2.09407,2.09407,36.20843,36.20843
2045,financialStrength,EVC,,,3.17384,3.17384,-13.006,-13.006,73.92252,73.92252,6.70282,6.70282,,,,,74.96356,74.96356
2046,financialStrength,ERIE,114.2841,,1.51674,1.51674,94.837,94.837,8.45725,8.45725,,,53.87269,53.87269,,,8.63188,8.63188
2048,financialStrength,CRK,,,0.73828,0.73828,-53.376,-45.248,164.201,164.201,2.50361,2.50361,0,0,,,164.201,164.201
2049,financialStrength,CMC,16.54379,10.71553,2.99458,3.21194,-158.369,418.54,75.57383,65.11236,4.82969,7.53089,27.49814,18.39384,1.99778,2.11071,76.64775,66.40457
2050,financialStrength,CLNE,9.52845,9.52803,1.80726,1.80726,-14.809,-14.809,6.67163,6.67163,2.1079,2.1079,0,0,1.62349,1.62349,17.28789,17.28789
2052,financialStrength,CARA,,,3.86199,3.86199,-109.243,-109.243,0,0,,,,,,,0,0
2053,financialStrength,VG,123.9561,123.9561,0.68706,0.68706,43.847,43.847,87.6726,87.6726,0.21377,0.21505,,,0.68121,0.68121,87.6726,87.6726
2054,financialStrength,UTHR,,,4.027,4.027,-290.3,-290.3,21.57963,21.57963,,,,,3.82527,3.82527,30.57114,30.57114
2055,financialStrength,T.TO,,,0.78095,0.78095,-1596,-1596,162.5142,162.5142,4.70489,4.70489,77.77778,77.77778,0.70255,0.70255,176.0903,176.0903
2057,financialStrength,MSG,,,1.85988,1.61513,-27.581,-85.21,1.85293,1.17217,,-78.73934,0,,,,2.0835,1.35244
2058,financialStrength,MKL,,,,,1150.744,1150.744,31.34952,31.92327,14.24155,14.24155,0,0,,,31.92327,31.92327
2060,financialStrength,KSU,123.5042,123.5042,1.483,1.483,333,333,72.99039,72.99039,10.78834,10.78834,27.1951,27.1951,1.17647,1.17647,73.3974,73.3974
2061,financialStrength,KRC,,,,,-1186.606,-1162.431,82.74764,82.74764,5.06477,5.06477,104.8556,104.8556,,,82.74764,82.74764
2062,financialStrength,KIM,,,,,-393.556,-393.556,109.2679,109.2679,2.52043,2.52043,156.3705,156.3705,,,109.2679,109.2679
2063,financialStrength,ITT,11.58263,11.92699,2.04402,2.04402,215.1,215.1,0.62172,0.62172,,,16.07916,16.07916,1.58162,1.58162,4.79059,4.79059
2064,financialStrength,INFN,,,1.31806,1.31806,-197.552,-197.552,84.35769,84.35769,-6.30243,-6.83937,,,0.84214,0.84214,92.90879,92.90879
2065,financialStrength,HNI,15.36783,15.36806,1.10472,1.10472,100.263,100.263,30.13814,30.13814,17.8156,17.81354,47.26664,47.26573,0.76324,0.76324,30.70043,30.70043
2068,financialStrength,CCL.L,,81.41375,0.22559,0.22559,-1081.34,-1081.34,38.14311,38.14311,18.18033,18.28022,46.1204,46.1204,0.17881,0.17881,45.34595,45.34595
2069,financialStrength,CPLP,,,1.01869,1.01869,18.892,18.892,57.03661,57.03661,2.35572,2.35572,,,0.99597,0.99597,63.67407,63.67407
2070,financialStrength,CNO,,,,,629.6,629.6,80.94719,80.94719,4.45371,4.45371,16.41426,16.41426,,,80.94719,80.94719
2071,financialStrength,CEQP,,,1.05198,1.05198,-267.6,-267.6,120.7316,120.7316,1.72444,1.72444,77.10197,77.13647,0.9019,0.9019,120.9075,120.9075
2072,financialStrength,ZBRA,16.25656,16.25656,0.85114,0.85114,624,624,58.72757,58.72757,7.62105,7.62105,,0,0.51353,0.51353,69.43991,69.43991
2073,financialStrength,VHC,,,3.16046,3.16046,-15.094,-15.08,0,0,,,,,,,0,0
2074,financialStrength,UTSI,,,2.82801,2.82801,-24.654,-24.654,,,,,,,2.69138,2.69138,,
2075,financialStrength,SIMO,46.86889,45.72676,4.49416,4.49416,22.652,22.652,,,,,,49.38042,3.79094,3.79094,,
2076,financialStrength,SBAC,65.62877,61.39833,0.31887,0.31887,732.422,774.295,,,1.54029,1.54029,56.72932,56.72894,,,,
2077,financialStrength,OFC,,,,,-337.011,-337.011,109.1303,109.1303,2.5423,2.5423,64.469,64.469,,,109.1303,109.1303
2078,financialStrength,NLNK,,,7.98334,7.98334,-30.207,-30.207,0,0,,,,,,,0.05451,0.05451
2079,financialStrength,NEOG,49.19236,68.08149,11.75208,13.15638,49.181,,0,,,,0,0,9.50399,10.87597,0,
2080,financialStrength,NAVI,,,,,872,872,2449.49,2449.49,,,24.62312,24.58194,,,2703.777,2703.777
2081,financialStrength,MIC,,,2.3,2.3,-184,-184,94.71806,94.71806,1.90446,1.90446,340.5941,340.5941,2.16522,2.16522,95.14632,95.14632
2082,financialStrength,LKQ,14.85963,14.85963,2.15184,2.15184,798.303,798.303,74.1761,74.1761,9.27407,8.08698,0,0,0.87906,0.87906,80.69188,80.69188
2083,financialStrength,LANC,77.97064,336.2881,3.07895,2.85306,56.608,16.266,0,0.16784,,4845.128,46.64981,60.55615,2.35992,2.1742,0,0.22491
2085,financialStrength,DENN,5.10419,5.10419,0.55171,0.55171,29.352,29.352,,,3.99402,3.9904,0,0,0.53785,0.53785,,
2086,financialStrength,CSV,64.67463,64.67463,1.11973,1.11973,22.439,22.439,218.5259,218.5259,2.29538,2.22117,37.30219,37.31508,0.92335,0.92335,219.2303,219.2303
2087,financialStrength,CSL,15.44007,15.44007,1.94883,1.94883,511.3,511.3,50.75677,50.75677,11.68041,11.24055,21.78239,21.78239,1.38087,1.38087,60.224,60.224
2089,financialStrength,CMA,,,,,602,602,47.34543,47.34543,,,33.4173,33.4173,,,48.31445,48.31445
2090,financialStrength,CHS,55.99038,55.99038,1.04204,1.04204,-41.774,-41.774,8.01748,8.01748,,,,,0.43393,0.43393,8.01748,8.01748
2091,financialStrength,CHD,37.48063,37.48063,0.87558,0.87558,566.7,566.7,67.85366,67.85366,12.9633,12.9633,36.38578,36.38578,0.49345,0.49345,77.33338,77.33338
2092,financialStrength,CDW,27.23028,26.89934,1.24136,1.24136,607.5,607.5,328.2412,328.2412,7.1606,7.1606,25.01357,25.01357,1.06631,1.06631,331.7921,331.7921
2094,financialStrength,SCVL,4.09827,4.09827,2.69086,2.69086,42.774,42.774,0,0,,,11.54465,11.54492,0.57264,0.57264,0,0
2095,financialStrength,RGS,,,1.64341,0.65725,-49.14,-60.167,36.67289,32.16923,-5.7182,-100.3912,,,1.04067,0.40522,36.67289,32.16923
2098,financialStrength,PCH,,,1.61976,1.61976,-25.502,-25.502,58.05184,58.05184,2.86904,2.86904,193.5323,193.5323,1.03892,1.03892,61.79922,61.79922
2099,financialStrength,NWN,,,0.6091,0.6091,-91.512,-91.512,93.0665,93.0665,5.06653,5.08301,81.71977,81.71977,0.48619,0.48619,118.9567,118.9567
2100,financialStrength,NTRS,183.6455,183.6455,,,1416.1,1416.1,36.05446,36.05446,,,39.60389,39.60389,,,1090.134,1090.134
2101,financialStrength,MASI,61.873,61.91506,5.78369,5.78369,149.148,149.148,0,0,,,0,0,5.11088,5.11088,0,0
2102,financialStrength,LC,,,,,-321.312,-321.312,173.5144,189.9082,,,,,,,189.9082,189.9082
2104,financialStrength,IPG,19.50603,19.50603,0.93103,0.93103,967.6,967.6,99.8559,99.8559,6.79551,6.79551,55.35061,55.35061,,,119.8278,119.8278
2105,financialStrength,GTY,,,,,-67.651,-67.651,80.28922,80.28922,2.8301,2.8301,121.9103,121.9128,,,80.28922,80.28922
2106,financialStrength,EDR.TO,,,2.54701,2.54701,-44.55848,-44.55848,5.69332,5.69332,,,,,2.00004,2.00004,8.23581,8.23581
2108,financialStrength,ELY,25.07698,25.07698,1.50856,1.50856,28.072,28.072,57.8374,57.8374,3.42358,3.99856,4.75519,4.75519,0.63586,0.63586,77.70909,77.70909
2109,financialStrength,DRE,,,,,-201.006,-201.006,58.08486,58.08486,5.1903,5.1903,74.63048,74.63065,,,58.08486,58.08486
2111,financialStrength,CYTR,,,8.39119,8.39119,-5.74301,-5.74301,0,0,,,,,,,0,0
2112,financialStrength,CSGP,52.07354,52.10136,5.7915,5.7915,411.583,411.583,0,0,,,0,0,,,0,0
2113,financialStrength,CPE,,,0.41192,0.41192,-168.221,-168.221,98.84594,98.84594,3.79939,3.79939,0,0,,,98.88732,98.84594
2114,financialStrength,COR,,,,,-344.577,-344.577,934.7391,934.7391,3.37591,3.37591,233.9399,233.9399,,,934.7391,934.7391
2115,financialStrength,CNK,,,0.89587,0.89587,99.087,99.087,133.1899,133.1899,6.3038,6.3038,83.73867,83.73867,0.86527,0.86527,134.724,134.724
2116,financialStrength,CMRX,,,12.79725,12.79725,-75.339,-75.339,0,0,,,,,,,0,0
2117,financialStrength,CLGX,32.39505,32.39505,0.68039,0.68039,232.625,232.625,169.3147,169.3147,2.78446,2.78446,26.57143,26.57143,,,175.2042,175.2042
2118,financialStrength,CG,14.93979,14.93979,,,158.2,158.2,1061.801,1061.801,56.17992,56.17992,44.85954,44.85954,,,1080.343,1080.343
2119,financialStrength,CERS,,,2.54506,2.54506,-74.773,-74.773,69.08434,69.08434,-10.7667,-10.7667,,,2.15786,2.15786,77.87808,77.87808
2120,financialStrength,CAKE,11.78275,11.78275,0.39785,0.39785,82.174,82.174,50.72218,50.72218,,,48.6971,48.6971,0.32101,0.32101,50.72218,50.72218
2121,financialStrength,TG,18.42969,18.42969,1.52921,1.52921,49.674,49.674,11.14801,11.14801,,,31.75573,31.75573,0.99546,0.99546,11.14801,11.14801
2123,financialStrength,SCI,39.53122,39.46319,0.67099,0.67099,257.396,257.396,192.7003,192.7003,3.40984,3.40984,35.55287,35.55287,0.62587,0.62587,197.4453,196.5297
2124,financialStrength,SCHL,,,1.77396,1.49326,-37.8,-24.1,0,1.36906,12.11429,17.22222,135.8974,,1.17618,1.00508,0.57413,2.35412
2125,financialStrength,SC,,,,,-3348.009,-3348.009,535.54,535.54,,,29.31092,29.31092,,,535.54,535.54
2126,financialStrength,601857.SS,,,0.70593,0.70593,-14666,-14666,36.98103,36.98103,8.087,7.84295,52.08967,52.08967,0.43088,0.43088,51.31637,51.31637
2127,financialStrength,PRTA,,,21.36022,21.36022,-53.524,-53.524,0,0,,,,,,,0,0
2128,financialStrength,PRGS,30.64833,30.64833,1.18175,1.18175,96.726,96.726,85.98773,85.98773,6.22737,6.22737,107.072,107.072,,,89.23253,89.23253
2129,financialStrength,PNW,,,0.4956,0.4956,-564.364,-564.364,88.98677,88.98677,6.39462,7.48818,82.5354,82.5354,0.32916,0.32916,105.8296,105.8296
2131,financialStrength,OGE,,,0.6539,0.6539,-253.2,-253.2,77.18807,77.18807,14.83235,14.83235,70.06458,70.06458,0.44581,0.44581,79.89371,79.89371
2132,financialStrength,MIK,11.32781,11.32781,1.33722,1.33722,314.63,314.63,,,4.10855,3.84856,0,0,0.42018,0.42018,,
2133,financialStrength,LSCC,37.60197,37.60197,2.62906,2.62906,108.547,108.547,38.17139,38.17139,4.57289,4.57289,0,0,2.07826,2.07826,44.72516,44.72516
2134,financialStrength,LEA,10.429,10.429,1.373,1.373,494.1,494.1,52.73237,52.73237,13.6413,13.66304,24.72134,24.72134,1.10336,1.10336,53.49794,53.49794
2135,financialStrength,IRBT,9.42526,9.42969,2.93438,2.93438,94.715,94.715,0,0,,,0,0,2.15736,2.15736,0,0
2136,financialStrength,HTGC,47.47982,47.47982,,,-373.312,-373.312,113.5939,113.5939,,,77.61378,77.61378,,,113.5939,113.5939
2137,financialStrength,HSC,,,1.40422,1.40422,-186.447,-186.447,104.5738,104.5738,2.94401,2.94401,0,0,1.06652,1.06652,105.425,105.425
2138,financialStrength,GV,,,2.50785,2.50785,8.51549,8.51549,36.87873,36.87873,8.28541,8.28548,0,0,,,48.62032,48.62032
2139,financialStrength,DISCA,4.17282,4.17282,1.61068,1.61068,3110,3110,151.7845,151.7845,4.67583,4.67583,,0,,,158.4167,158.4167
2140,financialStrength,CUB,31.01501,32.27405,1.36879,1.36723,-89.349,-71.371,26.11181,28.59359,4.96003,4.3841,16.46028,22.314,1.16697,1.13019,47.55561,53.521
2141,financialStrength,CRIS,,,3.8225,3.8225,-26.246,-26.246,,,-137.6045,-113.8131,,,,,,
2142,financialStrength,CNAT,,,13.17439,13.17439,-20.213,-20.213,0,0,,,,,,,0,0
2143,financialStrength,CMP,788.2601,788.2601,2.65292,2.65292,-36.6,-36.6,258.7047,258.7047,2.42393,2.41654,162.8099,162.8099,1.6002,1.6002,268.75,268.75
2144,financialStrength,CAMP,3.4708,156.576,4.82698,1.95064,35.733,-17.81,134.1604,92.51258,1.53689,-0.06783,0,,4.44377,1.61146,134.1604,109.7979
2146,financialStrength,USM,,,2.09733,2.09733,-192,-192,35.78747,35.78747,,,0,0,1.88133,1.88133,35.97808,35.97808
2147,financialStrength,SXT,62.54854,62.62548,3.91416,3.91416,75.892,75.892,67.88866,67.88866,6.02328,6.02328,75.79802,75.79802,1.816,1.816,70.22672,70.22672
2148,financialStrength,SON,37.68444,37.44487,1.08309,1.08309,59.663,59.663,66.18666,66.18666,8.7799,8.67646,58.8094,58.8094,0.72438,0.72438,93.27042,93.27042
2149,financialStrength,SBRA,,,,,-14.096,-14.096,68.85849,68.85849,2.04725,2.04725,490.1472,490.1472,,,68.85849,68.85849
2150,financialStrength,RXN,18.45811,16.84851,2.47582,2.78894,190,220.4,100.6674,84.00703,4.4125,5.34858,0,0,1.67859,1.78318,100.7651,84.10955
2152,financialStrength,PRSC,,,1.7074,1.7074,45.679,45.679,0.0114,0.0114,0.94957,0.94957,,,,,0.08943,0.08943
2153,financialStrength,PAR,,,2.22219,2.22219,-22.659,-22.659,85.6782,85.6782,-2.82144,-2.87268,,,1.76318,1.76318,86.54303,86.54303
2155,financialStrength,KODK,,,1.91848,1.91848,-6,-3,110.101,110.101,-1.18033,-5.375,,,1.33424,1.33424,112.1212,112.1212
2156,financialStrength,JOE,36.64145,36.64145,,,21.039,21.039,51.92456,51.92456,18.73385,18.73266,0,0,,,51.92456,51.92456
2157,financialStrength,JBL,,,0.97808,0.94916,135.582,201.5,116.1929,128.4129,4.6831,4.44478,18.63548,37.8421,0.62377,0.5518,136.3906,165.3225
2158,financialStrength,IPHI,,,1.90428,1.90428,67.426,67.426,74.64231,74.64231,-1.41604,-1.41604,,,1.71573,1.71573,137.3851,137.3851
2159,financialStrength,HSKA,139.9216,139.9216,4.34383,4.34383,2.252,2.252,30.10352,30.10352,0.5799,0.30944,,,3.51769,3.51769,30.10352,30.10352
